City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
kimberley,-28.73,24.76,46.4,42,0,4.7,ZA,1598655106
sao felipe,-14.82,-41.38,71.28,65,83,6.29,BR,1598655106
aklavik,68.22,-135.01,55.4,54,20,6.93,CA,1598655107
cuxhaven,53.87,8.69,57.99,93,75,2.24,DE,1598655107
cockburn town,21.46,-71.14,86.0,66,40,11.41,TC,1598655107
anadyr,64.75,177.48,51.8,76,75,4.47,RU,1598654951
eureka,40.8,-124.16,72.0,43,1,3.0,US,1598655108
havre-saint-pierre,50.23,-63.6,59.0,58,40,13.87,CA,1598655108
kendari,-3.94,122.5,73.74,88,9,2.91,ID,1598655108
shurugwi,-19.67,30.01,64.08,29,6,7.09,ZW,1598655109
dubbo,-32.25,148.62,46.4,81,0,12.75,AU,1598655109
bonthe,7.53,-12.51,76.5,87,100,9.57,SL,1598655109
anta,25.15,76.3,79.56,84,100,6.11,IN,1598655109
itarema,-2.92,-39.92,78.71,77,30,18.07,BR,1598655110
oktyabrskoye,43.06,44.74,68.0,68,94,2.24,RU,1598655110
turukhansk,65.82,87.98,52.52,89,85,2.33,RU,1598655110
muzhi,65.37,64.67,48.34,88,5,12.37,RU,1598655111
ust-kulom,61.69,53.69,53.67,78,100,6.93,RU,1598655111
karachi,24.91,67.08,82.4,88,75,8.05,PK,1598654829
san juan,-31.54,-68.54,64.8,26,11,9.71,AR,1598655111
thunder bay,48.4,-89.32,66.2,82,90,6.93,CA,1598654855
bowen,-20.02,148.23,68.0,72,40,17.22,AU,1598655112
batouri,4.43,14.37,68.63,96,100,4.54,CM,1598655112
ust-kishert,57.37,57.25,61.29,81,90,8.52,RU,1598655112
stutterheim,-32.57,27.42,44.47,87,57,2.77,ZA,1598655113
pozhva,59.09,56.08,57.49,96,91,5.55,RU,1598654891
iskateley,67.68,53.15,39.79,82,0,1.68,RU,1598655113
isangel,-19.55,169.27,78.53,75,25,13.22,VU,1598655113
strezhevoy,60.73,77.59,57.2,93,65,4.47,RU,1598655114
oyama,36.3,139.8,89.01,94,75,2.24,JP,1598655114
boyolangu,-8.12,111.89,73.89,89,63,5.08,ID,1598655114
haines junction,60.75,-137.51,47.68,83,100,2.75,CA,1598655114
grand-santi,4.25,-54.38,75.38,91,87,3.58,GF,1598654999
gravdal,68.12,13.5,46.4,81,75,4.7,NO,1598655115
porirua,-41.13,174.85,55.99,91,89,5.99,NZ,1598655115
yaan,7.38,8.57,71.44,96,100,8.08,NG,1598655115
vao,-22.67,167.48,68.9,81,94,19.1,NC,1598654947
bayan,46.08,127.4,71.01,99,98,16.44,CN,1598655116
mehamn,71.04,27.85,43.27,72,57,10.02,NO,1598655116
coolum beach,-26.53,153.1,63.0,80,54,1.99,AU,1598655116
kupang,-10.17,123.58,73.4,60,20,5.82,ID,1598654992
bud,39.45,-86.18,84.0,74,1,9.17,US,1598655117
san cristobal,7.77,-72.22,87.8,58,40,11.41,VE,1598654900
teahupoo,-17.83,-149.27,84.2,51,20,4.7,PF,1598655118
lukovetskiy,64.3,41.92,46.4,93,20,6.71,RU,1598655118
pacifica,37.61,-122.49,75.0,87,75,9.17,US,1598655118
tsumeb,-19.23,17.72,64.94,28,18,12.86,NA,1598654922
zhigansk,66.77,123.37,54.14,59,99,8.1,RU,1598655119
gambela,8.25,34.58,72.43,80,100,1.39,ET,1598655119
misratah,32.38,15.09,79.14,75,0,9.84,LY,1598655119
dieppe,49.75,1.17,55.99,93,75,5.82,FR,1598655119
havoysund,71.0,24.66,46.4,70,67,14.99,NO,1598655120
shimoda,34.67,138.95,84.31,73,0,2.01,JP,1598655120
trapani,37.83,12.67,73.4,83,20,5.82,IT,1598655011
vestmannaeyjar,63.44,-20.27,52.05,86,97,16.31,IS,1598655120
peniche,39.36,-9.38,66.99,79,46,11.99,PT,1598655121
port blair,11.67,92.75,81.61,73,93,6.2,IN,1598655121
banff,51.18,-115.57,75.0,36,10,8.01,CA,1598655121
skelleftea,64.75,20.95,51.8,81,89,2.24,SE,1598655121
lorengau,-2.02,147.27,83.53,77,100,14.25,PG,1598655122
adrar,20.5,-10.07,97.07,19,35,12.82,MR,1598655122
san patricio,19.22,-104.7,86.0,70,90,9.17,MX,1598655122
azuaga,38.27,-5.68,64.99,46,2,18.99,ES,1598655122
kabwe,-14.45,28.45,65.3,47,0,5.01,ZM,1598655123
georgetown,5.41,100.34,78.8,88,20,2.24,MY,1598654974
colares,38.8,-9.45,66.99,81,46,24.0,PT,1598655123
sabang,5.89,95.32,83.34,71,100,4.25,ID,1598655123
thibodaux,29.8,-90.82,84.0,86,97,3.0,US,1598655124
arlit,18.74,7.39,82.99,57,82,14.14,NE,1598655124
baruun-urt,46.68,113.28,55.53,94,39,8.19,MN,1598655124
kot samaba,28.55,70.47,89.2,56,0,4.68,PK,1598655124
petropavlovsk-kamchatskiy,53.05,158.65,50.0,100,90,4.47,RU,1598655125
gavojdia,45.62,22.02,66.2,77,7,11.41,RO,1598655125
caibarien,22.52,-79.47,89.6,62,20,13.87,CU,1598655125
birjand,32.87,59.22,62.6,34,0,6.93,IR,1598655126
neryungri,56.67,124.65,49.26,61,26,4.7,RU,1598655126
bardiyah,31.76,25.09,73.9,76,0,4.07,LY,1598655126
polovinnoye,54.79,65.99,62.89,82,64,5.7,RU,1598655126
sao filipe,14.9,-24.5,80.4,81,89,4.94,CV,1598654973
kyrksaeterora,63.29,9.09,53.6,81,75,6.93,NO,1598655127
saint-paul,-21.01,55.27,69.8,73,90,18.34,RE,1598655127
leningradskiy,69.38,178.42,37.58,93,100,7.94,RU,1598655127
puerto guzman,0.97,-76.59,74.89,84,14,2.3,CO,1598655128
panji,-7.73,114.1,75.04,77,0,5.88,ID,1598655128
jaumave,23.42,-99.38,93.99,41,75,13.87,MX,1598655128
sorland,67.67,12.69,46.4,81,75,4.7,NO,1598655128
dondo,-19.61,34.74,70.02,95,3,7.09,MZ,1598655129
rusape,-18.53,32.13,62.8,62,0,8.99,ZW,1598655129
alta,69.97,23.27,39.2,93,32,11.41,NO,1598655129
ludhiana,30.9,75.85,77.65,78,1,4.41,IN,1598655129
ravar,31.27,56.81,64.62,24,0,2.62,IR,1598655130
port macquarie,-31.43,152.92,57.0,64,0,1.01,AU,1598655130
aksu,41.12,80.26,69.67,39,67,4.94,CN,1598655130
waingapu,-9.66,120.26,75.49,75,1,10.16,ID,1598655130
piranhas,-16.43,-51.82,79.63,17,10,3.02,BR,1598655131
kankon,15.02,74.02,77.99,84,100,0.6,IN,1598655131
cabinda,-5.55,12.2,72.86,86,77,8.41,AO,1598654953
mocuba,-16.84,36.99,72.05,78,5,3.18,MZ,1598655132
qasigiannguit,68.82,-51.19,46.4,45,93,13.87,GL,1598655132
vanimo,-2.67,141.3,79.36,86,100,13.6,PG,1598655132
marystown,47.17,-55.15,59.0,100,71,5.99,CA,1598655132
dalian,38.91,121.6,71.6,88,8,2.24,CN,1598655133
belmonte,-15.86,-38.88,73.4,78,40,6.93,BR,1598655133
killybegs,54.63,-8.45,53.01,83,21,7.0,IE,1598655133
jhalida,23.37,85.97,73.99,90,21,3.91,IN,1598655134
tromso,69.65,18.96,46.4,81,90,11.41,NO,1598655029
bend,44.06,-121.32,87.8,8,1,8.05,US,1598654365
azangaro,-14.92,-70.22,60.8,26,75,13.87,PE,1598655134
coquimbo,-29.95,-71.34,55.4,66,40,8.05,CL,1598655135
warren,39.43,-84.17,80.01,100,75,6.71,US,1598655135
inta,66.03,60.17,42.12,91,18,4.79,RU,1598655135
kuminskiy,58.67,66.57,52.66,90,9,2.3,RU,1598655135
kholodnyy,62.72,147.95,42.06,65,73,4.27,RU,1598655136
kozhva,65.11,57.05,42.94,88,28,5.1,RU,1598655136
verkhnyaya inta,65.98,60.31,41.7,93,22,3.76,RU,1598655136
vega de alatorre,20.03,-96.63,85.96,71,17,10.38,MX,1598655137
salta,-24.79,-65.41,73.4,40,57,9.17,AR,1598655072
sobolevo,54.43,31.9,48.36,94,0,5.95,RU,1598655137
marsa matruh,31.35,27.25,78.8,65,0,5.82,EG,1598655137
atambua,-9.11,124.89,72.18,64,33,4.07,ID,1598655138
carmarthen,51.86,-4.31,54.0,87,57,13.87,GB,1598655138
jhang,33.67,72.7,73.4,100,20,3.62,PK,1598655138
morant bay,17.88,-76.41,87.8,74,20,18.34,JM,1598655138
cardston,49.2,-113.3,84.2,18,40,9.17,CA,1598654979
bambous virieux,-20.34,57.76,71.6,73,75,11.41,MU,1598655139
naze,28.37,129.48,84.2,89,40,10.29,JP,1598655139
