City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
champerico,14.3,-91.92,66.99,97,64,1.88,GT,1598843614
viedma,-40.81,-63.0,39.99,77,0,9.19,AR,1598843447
salalah,17.02,54.09,75.2,100,90,3.36,OM,1598843177
springbok,-29.66,17.89,34.81,76,0,5.55,ZA,1598843615
aljezur,37.32,-8.8,57.0,79,64,1.01,PT,1598843615
port augusta,-32.5,137.77,59.0,54,90,10.29,AU,1598843181
comodoro rivadavia,-45.87,-67.5,42.8,70,73,2.24,AR,1598843106
san felipe,10.34,-68.74,72.32,90,100,1.59,VE,1598843616
bridlington,54.08,-0.19,43.0,93,0,2.24,GB,1598843389
acarau,-2.89,-40.12,77.47,78,0,16.91,BR,1598843616
inta,66.03,60.17,49.8,90,100,5.75,RU,1598843616
ahipara,-35.17,173.17,59.29,69,17,7.67,NZ,1598843221
mount isa,-20.73,139.5,86.0,20,0,8.05,AU,1598843263
dusti,37.35,68.66,69.8,56,90,8.95,TJ,1598843617
havoysund,71.0,24.66,42.8,87,75,10.29,NO,1598843617
petrolina,-9.4,-40.5,72.0,65,0,21.85,BR,1598843600
cockburn town,21.46,-71.14,82.54,80,0,15.5,TC,1598843113
ariogala,55.27,23.47,57.2,93,90,6.93,LT,1598843618
valparaiso,-33.04,-71.63,41.0,100,0,2.24,CL,1598843526
keelung,25.13,121.74,86.0,84,75,3.36,TW,1598843357
buraydah,26.33,43.98,82.4,23,0,4.7,SA,1598843178
westport,41.14,-73.36,68.0,56,1,3.36,US,1598843527
necochea,-38.55,-58.74,36.0,1,0,5.01,AR,1598843137
zambezi,-13.54,23.1,64.56,86,73,2.59,ZM,1598843188
murray bridge,-35.12,139.27,54.0,70,85,1.01,AU,1598843577
thoen,17.61,99.22,84.88,79,100,1.59,TH,1598843620
portomaggiore,44.7,11.81,66.0,76,89,4.63,IT,1598843620
dudinka,69.41,86.18,44.6,100,90,11.18,RU,1598843620
ust-nera,64.57,143.2,49.86,51,100,3.38,RU,1598843378
barquisimeto,10.07,-69.32,62.6,100,100,8.05,VE,1598843621
mackenzie,55.3,-123.17,53.6,71,90,4.7,CA,1598843621
ballangen,68.34,16.83,39.2,100,93,13.87,NO,1598843621
llandrindod wells,52.24,-3.38,46.99,85,3,1.34,GB,1598843622
grand haven,43.06,-86.23,63.0,77,20,3.36,US,1598843622
takoradi,4.88,-1.76,73.6,90,100,7.11,GH,1598843366
louis trichardt,-23.04,29.9,52.7,84,96,10.11,ZA,1598843622
talcahuano,-36.72,-73.12,46.4,81,0,4.7,CL,1598843140
semey,50.41,80.23,64.4,68,0,4.47,KZ,1598843623
kiama,-34.68,150.87,64.0,73,67,13.76,AU,1598843623
svetlaya,46.54,138.33,60.98,61,99,7.38,RU,1598843623
ngunguru,-35.62,174.5,66.99,38,12,5.99,NZ,1598843624
saint anthony,45.02,-93.22,70.0,60,40,6.93,US,1598843624
juneau,58.3,-134.42,53.01,93,90,11.41,US,1598843624
mountain home,43.13,-115.69,71.6,15,1,16.11,US,1598843625
verkhniy fiagdon,42.83,44.31,51.8,93,0,2.24,RU,1598843625
bandarbeyla,9.49,50.81,78.42,69,91,22.66,SO,1598843132
te anau,-45.42,167.72,52.84,74,54,10.69,NZ,1598843411
jardim,-21.48,-56.14,74.57,53,100,4.18,BR,1598843625
ust-kuyga,70.02,135.6,57.87,40,0,6.02,RU,1598843626
maniitsoq,65.42,-52.9,48.33,71,25,5.84,GL,1598843626
les escoumins,48.11,-69.02,44.49,97,100,9.55,CA,1598843626
tazovskiy,67.47,78.7,45.63,78,3,8.12,RU,1598843627
tezu,27.92,96.17,85.42,65,75,3.51,IN,1598843627
mayo,38.89,-76.51,77.0,65,75,5.82,US,1598843234
puerto del rosario,28.5,-13.86,71.6,78,1,18.34,ES,1598843246
lodja,-3.48,23.43,70.52,95,100,2.35,CD,1598843628
rio grande,-32.03,-52.1,39.99,96,88,7.25,BR,1598843377
latung,5.5,120.88,83.91,72,100,6.44,PH,1598843628
batticaloa,7.71,81.69,83.57,64,98,3.02,LK,1598843628
grand-lahou,5.14,-5.02,73.85,89,100,9.01,CI,1598843628
shar,49.59,81.05,68.68,48,0,5.44,KZ,1598843629
azacualpa,15.34,-88.55,73.49,90,0,1.23,HN,1598843629
shumskiy,54.83,99.13,56.84,85,89,3.29,RU,1598843629
jaguey grande,22.53,-81.13,77.0,100,20,1.12,CU,1598843630
manggar,-2.88,108.27,84.25,70,39,17.63,ID,1598843630
pudozh,61.81,36.53,45.25,89,94,5.21,RU,1598843630
butterworth,5.4,100.36,86.0,88,20,2.46,MY,1598843631
braintree,51.88,0.55,51.01,92,100,5.12,GB,1598843631
walvis bay,-22.96,14.51,48.0,87,0,6.93,NA,1598843354
varnavino,57.4,45.09,58.91,96,97,3.0,RU,1598843631
darlowo,54.42,16.41,63.0,73,100,8.43,PL,1598843632
keti bandar,24.14,67.45,81.75,80,100,15.35,PK,1598843632
erdenet,49.03,104.08,53.98,70,100,11.97,MN,1598843632
rawdon,46.05,-73.72,61.0,81,4,6.26,CA,1598843632
paita,-5.09,-81.11,62.33,84,58,12.41,PE,1598843633
moron,-34.65,-58.62,50.0,70,32,3.36,AR,1598843633
ulcinj,41.93,19.22,69.8,68,0,5.93,ME,1598843633
khoy,38.55,44.95,59.0,72,0,2.24,IR,1598843633
turayf,31.67,38.66,77.0,20,0,9.17,SA,1598843634
kloulklubed,7.04,134.26,84.2,74,90,5.82,PW,1598843634
kudymkar,59.02,54.66,57.0,95,100,8.48,RU,1598843634
beloha,-25.17,45.05,67.62,76,0,4.18,MG,1598843634
ilo,-17.64,-71.34,59.31,79,94,5.39,PE,1598843635
muli,2.92,73.57,83.34,70,78,7.96,MV,1598843635
ericeira,38.96,-9.42,64.0,82,15,9.93,PT,1598843635
alta floresta,-9.88,-56.09,75.74,41,39,0.47,BR,1598843635
okhotsk,59.38,143.3,58.57,72,100,16.26,RU,1598843155
mongar,27.27,91.24,73.2,67,59,3.62,BT,1598843636
alihe,50.57,123.72,58.17,94,100,2.75,CN,1598843258
caxito,-8.58,13.66,68.0,88,75,3.36,AO,1598843636
elat,29.56,34.95,87.8,58,1,4.7,IL,1598843637
olafsvik,64.89,-23.71,52.47,91,100,24.94,IS,1598843191
deputatskiy,69.3,139.9,41.58,72,100,6.71,RU,1598843256
saint-joseph,-21.37,55.62,64.4,72,23,5.82,RE,1598843173
aswan,24.09,32.91,82.13,26,19,5.95,EG,1598843612
zeya,53.75,127.27,51.26,93,100,6.38,RU,1598843168
paamiut,61.99,-49.67,43.3,89,30,18.34,GL,1598843638
dunda,-8.12,34.25,56.14,82,2,1.92,TZ,1598843638
muzhi,65.37,64.67,45.01,96,100,13.51,RU,1598843176
kandi,11.13,2.94,71.31,96,100,6.91,BJ,1598843639
muravlenko,63.79,74.52,49.14,95,100,21.43,RU,1598843639
okato,-39.2,173.88,55.99,75,38,14.0,NZ,1598843640
kozluk,38.19,41.49,64.4,59,0,4.7,TR,1598843640
humaita,-7.51,-63.02,78.75,61,100,4.05,BR,1598843640
vega de alatorre,20.03,-96.63,84.31,79,71,13.82,MX,1598843640
montijo,38.71,-8.97,64.0,82,41,2.24,PT,1598843641
namatanai,-3.67,152.43,86.29,67,29,10.65,PG,1598843214
khorol,49.78,33.28,65.32,50,0,6.82,UA,1598843641
kamachumu,-1.62,31.62,68.0,82,75,5.53,TZ,1598843641
dongsheng,39.82,109.98,67.05,46,0,9.91,CN,1598843642
otjiwarongo,-20.46,16.65,49.6,41,0,16.4,NA,1598843642
vieux-habitants,16.06,-61.77,80.6,88,9,4.7,GP,1598843642
williams lake,52.14,-122.14,48.2,87,90,3.36,CA,1598843643
sattahip,12.67,100.9,87.8,70,20,10.29,TH,1598843643
kathmandu,27.72,85.32,77.0,78,40,1.72,NP,1598843643
jinka,5.65,36.65,63.18,85,70,2.44,ET,1598843643
casma,-41.01,-73.12,42.8,87,3,3.36,CL,1598843644
peru,40.75,-86.07,64.4,82,40,5.82,US,1598843644
vagur,61.47,-6.81,50.81,85,62,13.31,FO,1598843644
antofagasta,-23.65,-70.4,57.2,76,90,2.24,CL,1598843644
grand gaube,-20.01,57.66,70.0,77,17,10.0,MU,1598843645
sumbe,-11.21,13.84,68.7,83,98,1.57,AO,1598843645
ruidoso,33.33,-105.67,71.6,37,1,10.29,US,1598843645
rameswaram,9.28,79.3,83.25,78,73,9.4,IN,1598843645
cobija,-11.03,-68.77,77.09,64,23,2.46,BO,1598843646
manicore,-5.81,-61.3,70.05,95,69,1.59,BR,1598843646
van,38.49,43.38,55.4,76,0,4.7,TR,1598843646
murakami,38.23,139.48,80.6,83,75,8.05,JP,1598843646
catamarca,-28.47,-65.79,54.0,71,86,4.0,AR,1598843445
uhlove,44.82,33.6,71.49,43,0,5.19,UA,1598843647
warri,5.52,5.75,73.98,93,93,2.59,NG,1598843647
fuzhou,26.06,119.31,89.6,62,40,15.66,CN,1598843590
artyom,40.47,50.33,69.8,94,0,9.17,AZ,1598843648
ajdabiya,30.76,20.23,71.98,53,0,7.94,LY,1598843648
